session_id,feedback_type,targets,granularity,timestamp,text_feedback,score,preferences,action,state,action_preferences,state_preferences,is_demo,demo_preferences,feature_selection,feature_importance,feature_selections_preferences,feature_importance_preferences,user_id,meta_action
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988937681,,0.0,[],,,,,False,,,,,,-1,reset
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988948547,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988949079,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988949234,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988949432,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988949582,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988949952,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988950122,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988950293,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988950472,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988950655,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988950835,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988951038,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988951211,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988951385,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988951590,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988951767,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988951959,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988952153,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988952322,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988952527,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988952672,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988952874,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988953062,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988953281,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988953439,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988953615,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988953797,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988953989,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988954180,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988954337,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988954537,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988954723,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988954884,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988955091,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988955255,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988955449,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988955657,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988955834,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988956053,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988956189,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988956421,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988956593,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988956745,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988956957,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988957128,,0.0,[],,,,,False,,,,,,-1,submit
2025-04-18_17-08-57_Ant-v4_random_experiment_logs,meta,[],entire,1744988957326,,0.0,[],,,,,False,,,,,,-1,submit
